sep=,
id,dis_type,year,no_disasters,no_killed,no_injured,no_affected,no_homeless,total_affected,total_dam
1997:0202,Insect infestation,1997,1,0,0,0,0,0,3500
1998:0238,Insect infestation,1998,1,0,0,0,0,0,1700
2000:0249,Insect infestation,2000,2,0,0,0,0,0,120000
2001:0352,Insect infestation,2001,2,0,0,0,0,0,0
2004:0392,Insect infestation,2004,12,0,0,0,0,0,0
2006:0722,Insect Infestation,2006,1,0,0,0,0,0,0
2009:0057,Insect Infestation,2009,1,0,0,500000,0,500000,0
1903:0006,Mass movement dry,1903,1,76,23,0,0,23,0
1905:0005,Mass movement dry,1905,1,18,18,0,0,18,0
1908:0011,Mass movement dry,1908,1,33,0,0,0,0,0
1910:0016,Mass movement dry,1910,1,62,0,0,0,0,0
1915:0010,Mass movement dry,1915,1,56,22,0,0,22,0
1937:0010,Mass movement dry,1937,1,40,0,0,0,0,0
1955:0031,Mass movement dry,1955,1,3,6,0,2000,2006,0
1962:0002,Mass movement dry,1962,1,2000,0,0,0,0,200000
1963:0018,Mass movement dry,1963,1,150,0,0,0,0,0
1965:0088,Mass movement dry,1965,1,26,22,0,0,22,0
1970:0016,Mass movement dry,1970,1,42,37,0,0,37,0
1971:0031,Mass movement dry,1971,1,31,0,0,1500,1500,0
1980:0314,Mass movement dry,1980,1,50,0,0,0,0,0
1982:0136,Mass movement dry,1982,2,59,0,200,0,200,0
1983:0051,Mass movement dry,1983,4,466,15,0,0,15,0
1985:0071,Mass movement dry,1985,2,300,0,0,0,0,0
1987:0074,Mass movement dry,1987,2,183,56,1151,0,1207,1000
1988:0094,Mass movement dry,1988,3,157,0,1000,0,1000,0
1989:0035,Mass movement dry,1989,3,55,0,8000,0,8000,0
1990:0036,Mass movement dry,1990,3,116,115,5000,0,5115,0
1991:0046,Mass movement dry,1991,3,86,0,0,0,0,0
1992:0010,Mass movement dry,1992,5,323,69,2750,400,3219,2600
1993:0227,Mass movement dry,1993,5,341,36,2550,125,2711,0
2000:0763,Mass movement dry,2000,1,11,0,0,0,0,0
2002:0437,Mass movement dry,2002,1,60,0,0,0,0,0
2004:0619,Mass movement dry,2004,1,44,13,0,340,353,0
2006:0304,Mass movement dry,2006,1,11,5,0,0,5,0
2008:0394,Mass Movement Dry,2008,3,120,72,0,625,697,0
2009:0003,Mass Movement Dry,2009,1,36,0,2037,991,3028,0
2012:0049,Mass Movement Dry,2012,1,16,0,0,0,0,0
2013:0018,Mass Movement Dry,2013,1,46,2,0,0,2,48000
1909:0016,Mass movement wet,1909,1,53,0,0,0,0,0
1922:0002,Mass movement wet,1922,1,100,0,0,0,0,0
1923:0007,Mass movement wet,1923,1,200,0,0,0,0,0
1926:0013,Mass movement wet,1926,1,100,0,0,0,0,0
1931:0005,Mass movement wet,1931,1,190,0,0,0,0,0
1934:0005,Mass movement wet,1934,1,500,0,0,0,0,0
1936:0001,Mass movement wet,1936,1,73,0,0,0,0,0
1938:0001,Mass movement wet,1938,1,200,0,0,0,0,0
1941:0004,Mass movement wet,1941,1,5000,0,0,0,0,0
1948:0008,Mass movement wet,1948,2,525,0,0,0,0,0
1949:0001,Mass movement wet,1949,1,12000,0,0,0,0,0
1950:0032,Mass movement wet,1950,1,130,0,0,0,0,0
1951:0029,Mass movement wet,1951,1,92,0,0,0,0,20000
1952:0034,Mass movement wet,1952,1,28,0,0,0,0,0
1954:0003,Mass movement wet,1954,8,1086,0,380,5466,5846,0
1955:0039,Mass movement wet,1955,2,478,0,0,0,0,0
1956:0029,Mass movement wet,1956,5,236,0,0,0,0,0
1958:0033,Mass movement wet,1958,1,52,0,0,0,0,0
1959:0017,Mass movement wet,1959,1,48,0,0,0,0,0
1960:0047,Mass movement wet,1960,2,52,0,0,0,0,0
1961:0002,Mass movement wet,1961,1,145,0,0,0,0,0
1962:0025,Mass movement wet,1962,2,71,0,0,0,0,0
1963:0015,Mass movement wet,1963,2,2033,0,0,0,0,0
1964:0042,Mass movement wet,1964,1,108,0,0,0,0,0
1965:0048,Mass movement wet,1965,5,204,0,0,0,0,0
1966:0010,Mass movement wet,1966,4,604,0,4000000,0,4000000,27
1967:0028,Mass movement wet,1967,2,590,0,500,168,668,0
1968:0027,Mass movement wet,1968,4,1196,7,722,168,897,0
1969:0105,Mass movement wet,1969,1,18,0,0,0,0,0
1970:0014,Mass movement wet,1970,5,186,0,161,0,161,0
1971:0019,Mass movement wet,1971,5,1020,0,6,0,6,0
1972:0011,Mass movement wet,1972,5,755,0,1000,0,1000,0
1973:0025,Mass movement wet,1973,5,3541,0,0,0,0,0
1974:0009,Mass movement wet,1974,10,904,1000,12000,1500,14500,21700
1975:0024,Mass movement wet,1975,5,195,0,75000,0,75000,0
1976:0025,Mass movement wet,1976,6,315,16,0,0,16,100000
1977:0069,Mass movement wet,1977,3,40,50,0,100,150,11000
1978:0130,Mass movement wet,1978,2,86,7,0,0,7,0
1979:0030,Mass movement wet,1979,7,338,18,5900,0,5918,2466
1980:0055,Mass movement wet,1980,3,290,10,0,3000,3010,0
1981:0043,Mass movement wet,1981,8,421,0,24000,0,24000,0
1982:0023,Mass movement wet,1982,11,640,115,47000,5016,52131,700000
1983:0005,Mass movement wet,1983,15,1159,233,725000,0,725233,988800
1984:0006,Mass movement wet,1984,6,228,54,16000,0,16054,43000
1985:0026,Mass movement wet,1985,6,377,26,0,4000,4026,0
1986:0041,Mass movement wet,1986,9,501,28,306,2500366,2500700,0
1987:0050,Mass movement wet,1987,13,1204,3000,31119,2040,36159,625800
1988:0080,Mass movement wet,1988,15,952,1155,58305,5685,65145,0
1989:0026,Mass movement wet,1989,15,445,381,93810,5765,99956,423341
1990:0004,Mass movement wet,1990,4,98,0,0,0,0,0
1991:0010,Mass movement wet,1991,9,728,140,65117,23271,88528,6400
1992:0042,Mass movement wet,1992,7,712,160,37000,38700,75860,429500
1993:0013,Mass movement wet,1993,21,1408,241,93143,62307,155691,968490
1994:0021,Mass movement wet,1994,11,307,66,270987,37996,309049,62300
1995:0006,Mass movement wet,1995,16,1521,422,15578,1118395,1134395,36289
1996:0028,Mass movement wet,1996,24,1155,401,8175,360,8936,20000
1997:0027,Mass movement wet,1997,13,801,80,31527,2344,33951,16300
1998:0001,Mass movement wet,1998,22,1141,281,206693,5839,212813,918700
1999:0007,Mass movement wet,1999,18,445,31,10400,4860,15291,749100
2000:0072,Mass movement wet,2000,28,1012,227,66635,148290,215152,462000
2001:0041,Mass movement wet,2001,24,786,117,34975,35945,71037,70600
2002:0064,Mass movement wet,2002,20,1100,169,267084,37482,304735,192500
2003:0053,Mass movement wet,2003,21,706,448,457687,513,458648,51961
2004:0061,Mass movement wet,2004,15,313,76,12151,150,12377,3500
2005:0025,Mass movement wet,2005,12,646,109,9060,390,9559,55000
2006:0007,Mass movement wet,2006,20,1638,76,333780,98300,432156,40146
2007:0007,Mass movement wet,2007,10,271,10,8992,0,9002,0
2008:0062,Mass Movement Wet,2008,12,504,149,5000,0,5149,0
2009:0033,Mass Movement Wet,2009,29,657,88,23093,20743,43924,154000
2010:0012,Mass Movement Wet,2010,32,3402,687,2400023,59195,2459905,1277078
2011:0107,Mass Movement Wet,2011,18,314,32,5195,2000,7227,0
2012:0002,Mass Movement Wet,2012,13,504,226,122,3368,3716,0
2013:0022,Mass Movement Wet,2013,6,164,0,0,0,0,0
1900:0003,Storm,1900,1,6000,0,0,0,0,30000
1902:0005,Storm,1902,1,600,0,0,0,0,0
1903:0008,Storm,1903,2,163,0,0,0,0,0
1904:0003,Storm,1904,1,0,0,0,0,0,0
1905:0004,Storm,1905,1,240,0,0,0,0,0
1906:0004,Storm,1906,3,10298,0,0,0,0,20000
1909:0003,Storm,1909,5,713,0,0,0,0,0
1910:0003,Storm,1910,1,30,0,0,0,0,0
1911:0004,Storm,1911,2,1000,0,0,0,0,20000
1912:0005,Storm,1912,5,51170,200,0,97320,97520,35000
1913:0005,Storm,1913,1,732,0,0,0,0,200000
1914:0001,Storm,1914,1,0,0,0,0,0,0
1915:0005,Storm,1915,2,2125,0,0,0,0,60000
1916:0004,Storm,1916,1,300,0,0,0,0,0
1917:0005,Storm,1917,2,4057,0,0,0,0,50000
1918:0003,Storm,1918,1,34,0,0,0,0,0
1919:0002,Storm,1919,2,500,0,0,0,0,25000
1920:0016,Storm,1920,1,224,0,0,0,0,0
1922:0003,Storm,1922,2,100000,0,0,0,0,0
1923:0003,Storm,1923,6,3139,0,0,26300,26300,10000
1924:0002,Storm,1924,2,2242,0,1000000,0,1000000,0
1925:0001,Storm,1925,3,819,0,0,0,0,18000
1926:0003,Storm,1926,7,3568,0,0,40000,40000,73000
1927:0008,Storm,1927,4,5772,10,40000,0,40010,22000
1928:0009,Storm,1928,7,4224,0,0,0,0,75000
1929:0002,Storm,1929,2,0,0,0,0,0,55000
1930:0007,Storm,1930,4,4082,6000,6000,0,12000,40000
1931:0006,Storm,1931,4,3200,0,0,0,0,7500
1932:0002,Storm,1932,5,3244,0,0,2500,2500,30000
1933:0004,Storm,1933,3,63,0,0,0,0,3000
1934:0007,Storm,1934,4,5091,0,0,0,0,50000
1935:0007,Storm,1935,7,62707,500,0,0,500,8000
1936:0003,Storm,1936,5,3309,0,0,150000,150000,21000
1937:0006,Storm,1937,3,11231,0,0,0,0,0
1938:0004,Storm,1938,2,905,0,0,0,0,306000
1939:0002,Storm,1939,2,3,0,0,0,0,0
1940:0005,Storm,1940,3,123,0,0,0,0,0
1941:0002,Storm,1941,2,5006,0,0,0,0,0
1942:0005,Storm,1942,3,101000,0,0,0,0,0
1943:0009,Storm,1943,3,5000,0,30000,0,30000,0
1944:0006,Storm,1944,5,726,0,0,12000,12000,100000
1945:0002,Storm,1945,7,4415,0,1881672,2000,1883672,400000
1946:0005,Storm,1946,5,337,0,0,0,0,500
1947:0008,Storm,1947,7,4738,0,0,0,0,100000
1948:0003,Storm,1948,10,2971,300,414153,0,414453,18000
1949:0007,Storm,1949,8,2804,0,194046,0,194046,0
1950:0009,Storm,1950,7,873,0,642117,0,642117,101000
1951:0005,Storm,1951,11,2861,200,80000,0,80200,56250
1952:0001,Storm,1952,10,6277,1252,1000000,0,1001252,52000
1953:0014,Storm,1953,11,1814,0,1000000,0,1000000,77000
1954:0008,Storm,1954,10,2969,0,297049,0,297049,831000
1955:0003,Storm,1955,19,3895,0,0,375000,375000,877000
1956:0007,Storm,1956,14,3114,0,1000000,0,1000000,0
1957:0006,Storm,1957,9,1139,111,250000,0,250111,150000
1958:0005,Storm,1958,13,2620,0,20000,0,20000,0
1959:0004,Storm,1959,16,9695,0,1501600,0,1501600,672200
1960:0008,Storm,1960,20,9164,377,644000,1000,645377,454041
1961:0003,Storm,1961,14,12852,0,8000,1171,9171,480400
1962:0003,Storm,1962,13,1860,0,40000,0,40000,1219000
1963:0012,Storm,1963,21,29965,0,6000000,2200,6002200,879090
1964:0012,Storm,1964,22,10655,2224,2750955,143000,2896179,399150
1965:0010,Storm,1965,19,59932,601939,10601200,5000200,16203339,1669400
1966:0022,Storm,1966,28,2327,1582,2280764,423500,2705846,306122
1967:0014,Storm,1967,25,2255,1023,590574,3500,595097,451200
1968:0001,Storm,1968,25,1669,1053,358601,79576,439230,61488
1969:0049,Storm,1969,25,3252,16135,666266,26943,709344,1568359
1970:0017,Storm,1970,24,304495,5032,5412245,77080,5494357,1064974
1971:0026,Storm,1971,22,10811,347,5043050,2049300,7092697,208389
1972:0015,Storm,1972,26,1427,750,7666475,37000,7704225,2602920
1973:0001,Storm,1973,22,4344,15372,3589834,55200,3660406,539200
1974:0002,Storm,1974,28,11861,907,991495,6441,998843,3123017
1975:0013,Storm,1975,28,1041,255,874773,4278,879306,1528122
1976:0018,Storm,1976,36,1763,1818,4604443,111384,4717645,2889394
1977:0039,Storm,1977,32,15298,11740,9304842,5474450,14791032,1209809
1978:0032,Storm,1978,42,3676,7508,3025762,112829,3146099,1512698
1979:0016,Storm,1979,31,2623,7353,3615079,432631,4055063,3521869
1980:0029,Storm,1980,43,1397,1105,16835140,2065379,18901624,1889885
1981:0024,Storm,1981,50,3790,12919,3475071,59858,3547848,1726604
1982:0019,Storm,1982,52,2782,1996,7765772,681983,8449751,4500783
1983:0012,Storm,1983,59,3656,3892,2802724,686386,3493002,5444777
1984:0017,Storm,1984,57,5468,4545,7080995,1443020,8528560,5161457
1985:0013,Storm,1985,51,17165,5920,5254098,780356,6040374,5838203
1986:0018,Storm,1986,56,1939,9666,14293647,397633,14700946,5056742
1987:0048,Storm,1987,58,2900,4190,4721296,1157401,5882887,6569945
1988:0037,Storm,1988,60,3380,9464,18816045,2208421,21033930,3423876
1989:0002,Storm,1989,73,4256,18276,49761948,1046171,50826395,10353299
1990:0003,Storm,1990,137,4623,2613,15911268,1355217,17269098,26597935
1991:0004,Storm,1991,66,146297,151142,22117245,1035480,23303867,17536723
1992:0001,Storm,1992,76,1342,21261,18082165,383391,18486817,37598250
1993:0001,Storm,1993,108,2965,11536,14375651,671584,15058771,14383468
1994:0008,Storm,1994,81,4239,11109,35089985,1940047,37041141,5413592
1995:0007,Storm,1995,81,3763,7679,12698104,1619837,14325620,25006834
1996:0008,Storm,1996,77,4581,42671,27635575,100860,27779106,10757643
1997:0013,Storm,1997,79,6150,17532,12760313,1905545,14683390,7534570
1998:0003,Storm,1998,88,24935,21193,19829076,11171165,31021434,30658681
1999:0005,Storm,1999,106,12270,12447,23791700,1297706,25101853,43336598
2000:0009,Storm,2000,102,1354,4321,14686946,445461,15136728,12459580
2001:0008,Storm,2001,108,1914,92008,31391888,506875,31990771,14520012
2002:0003,Storm,2002,123,1385,3997,111111880,46820,111162697,14745852
2003:0003,Storm,2003,85,1028,9835,10589723,493057,11092615,21333890
2004:0004,Storm,2004,128,6653,18803,20423349,940895,21383047,84189365
2005:0003,Storm,2005,130,5250,6907,48698109,412268,49117284,184793461
2006:0008,Storm,2006,76,4329,14248,66474501,620483,67109232,17702835
2007:0019,Storm,2007,105,6035,57003,23811033,106209,23974245,29558736
2008:0004,Storm,2008,111,140985,23460,15354941,273373,15651774,60673103
2009:0007,Storm,2009,87,3287,10454,50326452,245872,50582778,26134655
2010:0036,Storm,2010,91,1498,2592,7968950,777608,8749150,28124083
2011:0015,Storm,2011,84,3103,12306,38234824,297752,38544882,50872148
2012:0005,Storm,2012,90,3102,6771,19564571,606542,20177884,86480646
2013:0008,Storm,2013,19,237,3092,3052285,0,3055377,7960300
1900:0008,Volcano,1900,1,30,0,0,0,0,0
1902:0003,Volcano,1902,5,38690,0,0,0,0,0
1903:0012,Volcano,1903,1,17,0,0,0,0,0
1906:0012,Volcano,1906,1,700,0,0,0,0,0
1909:0005,Volcano,1909,1,5500,0,0,0,0,0
1911:0001,Volcano,1911,1,1335,199,0,0,199,0
1914:0002,Volcano,1914,1,140,0,0,0,0,20000
1919:0001,Volcano,1919,1,5000,0,0,0,0,0
1926:0019,Volcano,1926,1,144,0,0,0,0,0
1929:0005,Volcano,1929,1,5000,0,0,0,0,0
1930:0003,Volcano,1930,1,1369,0,0,0,0,0
1931:0012,Volcano,1931,1,1300,0,0,0,0,0
1937:0004,Volcano,1937,1,506,0,7500,0,7500,0
1943:0008,Volcano,1943,1,0,0,3000,0,3000,0
1944:0044,Volcano,1944,1,26,0,0,14000,14000,0
1945:0001,Volcano,1945,1,0,0,0,0,0,80000
1946:0003,Volcano,1946,1,0,0,2500,0,2500,0
1948:0025,Volcano,1948,1,100,0,0,0,0,0
1949:0002,Volcano,1949,2,2000,0,0,0,0,0
1950:0031,Volcano,1950,1,84,0,0,0,0,0
1951:0002,Volcano,1951,3,4800,0,0,0,0,0
1952:0007,Volcano,1952,1,29,0,29,0,29,0
1953:0023,Volcano,1953,1,150,0,0,0,0,0
1954:0042,Volcano,1954,1,37,0,0,0,0,0
1956:0006,Volcano,1956,2,48,0,0,0,0,0
1957:0011,Volcano,1957,1,0,0,3200,0,3200,0
1960:0011,Volcano,1960,1,0,0,2000,0,2000,0
1963:0008,Volcano,1963,3,1705,200,83000,0,83200,0
1964:0017,Volcano,1964,1,4,0,2000,0,2000,0
1965:0058,Volcano,1965,1,355,785,50000,8000,58785,10000
1966:0041,Volcano,1966,2,1088,2060,45000,0,47060,0
1968:0041,Volcano,1968,2,90,0,57391,9280,66671,10000
1969:0014,Volcano,1969,2,0,0,251700,0,251700,200
1971:0008,Volcano,1971,3,0,0,11000,600,11600,2000
1973:0012,Volcano,1973,1,0,0,5200,0,5200,24700
1975:0032,Volcano,1975,3,2,0,0,0,0,0
1976:0058,Volcano,1976,5,41,3,176510,5000,181513,679
1977:0030,Volcano,1977,5,215,0,31000,65000,96000,22000
1978:0066,Volcano,1978,2,0,0,26000,0,26000,0
1979:0027,Volcano,1979,4,268,1024,37000,10000,48024,0
1980:0047,Volcano,1980,2,90,0,52235,2500,54735,860000
1981:0272,Volcano,1981,1,192,0,0,5000,5000,0
1982:0039,Volcano,1982,3,130,500,355000,15000,370500,277000
1983:0088,Volcano,1983,7,0,0,48935,1100,50035,175190
1984:0042,Volcano,1984,7,37,0,101000,0,101000,0
1985:0083,Volcano,1985,2,21800,5000,8778,0,13778,1000000
1986:0100,Volcano,1986,2,1746,437,23000,0,23437,0
1987:0051,Volcano,1987,2,0,35,16000,0,16035,0
1988:0136,Volcano,1988,5,7,0,12970,2500,15470,0
1989:0152,Volcano,1989,1,0,0,3000,0,3000,0
1990:0012,Volcano,1990,2,33,0,14265,0,14265,8000
1991:0079,Volcano,1991,10,683,215,1184549,8400,1193164,237000
1992:0025,Volcano,1992,5,1,75,346578,0,346653,0
1993:0008,Volcano,1993,6,99,27,116732,57000,173759,488
1994:0025,Volcano,1994,6,101,24,186400,46000,232424,110000
1995:0052,Volcano,1995,5,0,6,18370,7500,25876,722
1996:0174,Volcano,1996,5,4,29,6543,0,6572,16500
1997:0012,Volcano,1997,4,53,0,7000,200,7200,8000
1998:0122,Volcano,1998,4,0,0,7808,0,7808,0
1999:0055,Volcano,1999,5,0,0,30845,2710,33555,0
2000:0008,Volcano,2000,5,0,0,126626,0,126626,2214
2001:0254,Volcano,2001,6,0,0,110491,0,110491,16655
2002:0033,Volcano,2002,7,200,400,167950,110000,278350,9000
2003:0224,Volcano,2003,2,0,0,25000,0,25000,0
2004:0033,Volcano,2004,5,2,105,52428,0,52533,0
2005:0202,Volcano,2005,8,3,0,341000,0,341000,0
2006:0154,Volcano,2006,12,5,13,378598,0,378611,150000
2007:0150,Volcano,2007,6,11,15,50948,0,50963,0
2008:0027,Volcano,2008,7,16,7,39951,0,39958,0
2009:0553,Volcano,2009,2,0,0,47537,0,47537,0
2010:0170,Volcano,2010,6,323,455,170206,0,170661,0
2011:0101,Volcano,2011,6,3,5,39799,6000,45804,0
2012:0356,Volcano,2012,1,0,0,10000,0,10000,0
1911:0018,Wildfire,1911,1,73,0,0,200,200,0
1918:0007,Wildfire,1918,1,1000,0,0,0,0,100000
1922:0011,Wildfire,1922,1,43,0,0,11000,11000,8000
1929:0001,Wildfire,1929,1,60,0,0,0,0,0
1939:0017,Wildfire,1939,1,71,0,0,3900,3900,0
1944:0013,Wildfire,1944,2,170,0,0,2100,2100,0
1947:0010,Wildfire,1947,1,0,0,0,0,0,30000
1949:0027,Wildfire,1949,1,80,0,0,0,0,0
1956:0017,Wildfire,1956,1,11,0,0,0,0,0
1965:0022,Wildfire,1965,1,0,0,0,0,0,1000
1967:0018,Wildfire,1967,2,62,100,3000,0,3100,68500
1968:0080,Wildfire,1968,3,12,0,1000,800,1800,1000
1969:0129,Wildfire,1969,2,0,0,0,0,0,0
1970:0045,Wildfire,1970,3,0,0,0,0,0,100000
1971:0100,Wildfire,1971,2,0,0,0,0,0,0
1972:0097,Wildfire,1972,3,0,0,0,0,0,0
1973:0059,Wildfire,1973,3,0,0,0,5000,5000,0
1974:0114,Wildfire,1974,3,0,0,0,0,0,0
1975:0102,Wildfire,1975,2,0,0,0,0,0,0
1976:0030,Wildfire,1976,1,0,0,0,0,0,0
1977:0225,Wildfire,1977,2,3,0,0,0,0,24760
1978:0053,Wildfire,1978,3,2,200,4000,3000,7200,0
1979:0023,Wildfire,1979,4,0,0,30000,0,30000,15090
1980:0211,Wildfire,1980,4,0,40,5000,0,5040,25975
1981:0045,Wildfire,1981,4,8,0,28588,20000,48588,0
1982:0268,Wildfire,1982,3,2,18,0,9000,9018,0
1983:0044,Wildfire,1983,12,106,20,1000,11000,12020,631650
1984:0004,Wildfire,1984,7,17,0,200,0,200,2000
1985:0004,Wildfire,1985,13,51,230,2600,0,2830,128169
1986:0045,Wildfire,1986,6,20,53,4000,0,4053,0
1987:0002,Wildfire,1987,8,191,223,208222,750,209195,210000
1989:0279,Wildfire,1989,3,1,0,25000,0,25000,4283200
1990:0269,Wildfire,1990,4,0,0,0,0,0,1695000
1991:0047,Wildfire,1991,8,90,8,0,300,308,2593200
1992:0138,Wildfire,1992,8,122,0,1650,50540,52190,421200
1993:0440,Wildfire,1993,2,3,130,0,0,130,1000000
1994:0001,Wildfire,1994,13,84,183,3066200,1030,3067413,152000
1995:0098,Wildfire,1995,7,29,54,8785,3000,11839,134500
1996:0074,Wildfire,1996,5,45,111,5500,600,6211,1721300
1997:0078,Wildfire,1997,16,266,79,53150,0,53229,8309200
1998:0057,Wildfire,1998,18,150,124,165132,1348,166604,2616208
1999:0001,Wildfire,1999,22,70,5,7800,11025,18830,490636
2000:0017,Wildfire,2000,30,47,58,36600,2377,39035,2558913
2001:0303,Wildfire,2001,14,33,10,5729,0,5739,90000
2002:0052,Wildfire,2002,22,6,715,20322,5087,26124,362100
2003:0030,Wildfire,2003,14,47,298,182700,1335,184333,6095000
2004:0123,Wildfire,2004,8,14,105,18200,2214,20519,3000
2005:0014,Wildfire,2005,13,49,157,5000,1750,6907,3847000
2006:0057,Wildfire,2006,9,13,218,1436,408,2062,839000
2007:0294,Wildfire,2007,18,150,182,1778393,6442,1785017,4597454
2008:0253,Wildfire,2008,5,86,68,55000,3600,58668,2430000
2009:0067,Wildfire,2009,9,190,529,10169,876,11574,1515000
2010:0289,Wildfire,2010,7,135,1021,25200,4270,30491,2070000
2011:0097,Wildfire,2011,7,10,5,520,14182,14707,3137000
2012:0098,Wildfire,2012,6,21,422,3684,1290,5396,1000000
2013:0030,Wildfire,2013,3,21,0,84,4177,4261,500000
